programdescription
"Our After-School Adventures program is a tutoring and gaming program at three branches of the Orange County Library System. The program is free and provides homework help to students 11 and up, then unwind and get creative with our imaginative role-playing games and strategic board games. During the program, students learn the importance of teamwork, strategy, and a variety of social skills."
"Breakthrough's summer violence prevention programs serve over 4,000 local East Garfield Park residents each year by reclaiming public spaces for safety and promoting events that reduce violence. Events are held throughout the summer in neighborhood ""hot spots"" that have been identified by community stakeholders and in partnership with the University of Chicago Crime Lab. At these locations, residents gather to participate in fun activities that support healthy living and freedom from violence."
"TrustPlus is Neighborhood Trustâ€™s worker financial health benefit: live, human-touch financial coaching, delivered via phone/video, and linked to goal-oriented products. Financial Coaches enable clients to take action so they can reduce debt and save. As a national social enterprise, TrustPlus reaches workers through over 180 SMBs, fintechs and benefits networks. In 2020, TrustPlus helped struggling workers survive income loss by pioneering an inclusive cash relief + financial coaching model."
"Many children are struggling to read on grade level by the end of third grade and are not deemed proficient readers through state testing. This is especially true of students from low income communities who have not been read to or exposed to preschool and books are at a disadvantage. ReadingPals is a tutoring and mentoring program that aims to improve students reading levels and social emotional health. We also aim to provide a positive association with literacy and develop at home libraries, through the provision of take-home books. Pairing a student up one-to-one with a volunteer ReadingPals allows them to receive the benefits of tutoring and mentoring alike."
"LeadersUp bridges the talent divide by creating an Opportunity Marketplace where talent supply and demand intersect to create an antiracist economy that positions the next generation of BIPOC talent at the center of our nation's economic recovery and growth.  LeadersUp partners with employers to provide in-demand career readiness training and coaching for young adults to accelerate their education-to-employment outcomes, increase economic mobility and expand life-long wealth creation/well being.    "
"GNEC's  MWDB Business Enhancement Program consists of providing business counseling, consulting and financing to the MWDBs. The program consists of both classroom workshops and individualized technical assistance to entrepreneurs in completing and  implementing a  business plan,and providing assistance in accessing technology and financing. More specifically, the Program provides a entrepreneurial training model that presents essential tools and concepts for managing any business in a simplified yet practical way"
"The  Opportunity Youth Network Program is designed to reengage youth who have separated from school before graduating, help them earn a high school diploma and transition them into post-secondary or employment opportunities."
"Big Brothers Big Sisters mentor2.0 is designed to help students considered most at-risk graduate from high school prepared for the future â€“ socially, academically, and professionally.  mentor2.0 leverages specific curriculum and email communication with in-person events to reach high school students through a technology-driven program that is more flexible on the mentorâ€™s and menteeâ€™s schedule.  Results are impressive with 97% of mentor2.0 graduates enrolling in college, enlisting in the military or gaining employment."
"mentor2.0 focuses on matching students from low-income areas in a positive one-on-one relationship with college-educated mentors. The goal of these relationships is to equip low-income students to graduate high school, succeed in college, and achieve their future ambitions. Unlike our traditional programming, mentor2.0 interactions and conversations occur via an online platform."
"Horses & Heroes program is an equine-assisted therapy program for post-9/11 Veterans suffering with PTSD. A group of approximately 10 Veterans meets for 12 weeks, 3 hours a week for group therapy with a licensed mental health counselor and they participate in both mounted and unmounted activities with the horses and a certified equine specialist/riding instructor."
"WPDN provides care and education for children ages 6 weeks to 5 years old 5 days per week to engage, support and educate the youngest citizens so they are prepared for Kindergarten and beyond. Students who attend WPDN's high-quality preschool program are better prepared for kindergarten than children from similar backgrounds, who did not have the benefit of attending such a high quality preschool program. By focusing on relationships, social emotional skills, and initiative, WPDN prepares students for success in school and in life."
"The Orlando International Fringe Theatre Festival is a 14-day performing arts festival that offers over 1,000 live stage productions across 14 indoor theatrical venues, an outdoor stage, and non-traditional performance spaces. Over 130 performing groups and individual artists are selected through a lottery to participate for this international celebration of theatre, dance, music and arts. Tickets range from free to $12 with 100% of the ticket proceeds going directly to the artists."
"YWCA After School STEM programs offer focused attention in math to school age children primarily in grades K-5 at local area public schools. Instruction is offered in an informal setting, from highly qualified tutors during both the Fall and Spring academic terms, and during intersession, spring and summer breaks. Participants who engage with the curriculum will demonstrate improved grades in math, as well as attitudinal changes toward math to include increased interest and reduced anxiety--measured through collection of grades and surveys."
"Braven supports underrepresented students from college to career by partnering with universities and employers to offer a two-part experience that begins with a credit-bearing college course followed by a post-course experience that lasts through graduation. Fellows emerge from Braven with the skills, experiences, confidence and networks they need to land a strong first job and get on a path to economic freedom."
"Year Up's mission is to close the Opportunity Divide by ensuring that young adults gain the skills, experiences, and support that will empower them to reach their potential through careers and higher education. We deliver a six-month employment-training curriculum specifically focused on tools needed to excel in today's job market coupled with a corporate internship that prepares young adults for entry-level roles at some of leading employers, as well as a pathway toward continued higher education."
"Bookmark Buddies is a successful literacy program designed to raise the\reading levels of at-risk third grade students read below grade level and are\at risk of scoring a Level 1 on the FSA. To improve reading skills and\reduce the risk of retention, Bookmark Buddies matches these third grade\students with trained mentors from the community. Once matched, the\they meet once a week for thirty minutes in the childâ€™s school\using carefully selected reading materials at the childâ€™s current reading\level, assessing them throughout to track progress."
"MANNAâ€™s Food is Medicine model provides its critically ill clients with the nutrition necessary for their medical treatments to be successful. MANNAâ€™s evidence-based program improves health and quality of life by providing individually tailored medical nutrition and professional nutrition counseling as essential parts of medical treatment. MANNA delivers complete nutrition to each clientâ€™s doorâ€”21 meals per week, including fresh fruit and healthy dessertsâ€”and provides ongoing professional nutrition counseling with its registered dietitians."
"Interval House operates a Safe House for victims of domestic violence; individuals, and families with children that do not have any other safe alternatives or resources. In a secure and confidential location, Interval House's trained advocates deliver ongoing support and basic needs services 24 hours a day, 365 days a year. Adult and child participants have the opportunity to identify current challenges and develop strategies to overcome barriers as they start to rebuild from the crisis and violence that has impacted their lives."
"The Resource Foundation will collaborate with local partner Instituto Perene to implement this program, which seeks to substitute rudimentary wood burning stoves with Pereneâ€™s improved cookstove model in Reconcavo (Bahia, Brazil). Stoves reduce use of firewood as fuel, and curb deforestation and greenhouse emissions. Furthermore, local women are trained on their use and maintenance, thereby advancing indicators outlined in SDG 1 (End Poverty), SDG 7 (Energy) and SDG 13 (Climate Change)."
"The Smart Duka Initiative aims to enhance the profitability of micro retail shops in Kenya. Through comprehensive training and mentorship, the program focuses on improving financial management, operational efficiency, marketing, and digital adoption. Additionally, the initiative fosters business formalization by creating business groups and addresses regenerative sustainability through waste management strategies."
"Seeking to increase diversity in debate and advocacy, close the extracurricular opportunity gap, and increase literacy in Baltimore city students, the Baltimore Urban Debate League partners with schools to provide afterschool competitive debate programs across the 45 of the cityâ€™s elementary, middle, and high schools.  Tournaments occur throughout the school year and all students have to debate both sides of the topic throughout the day."
"The Summer Arts & Learning Academy is a full-day, six-week program to prevent summer learning loss. It is provided at no cost to Baltimore City Public School elementary students. During the program, students are instructed by professional artists and teachers who co-plan and co-teach math and literacy lessons through a variety of art forms - from slam poetry and ceramics to drama, percussion, and dance."
"The Summer Arts & Learning Academy is a full-day, six-week program to prevent summer learning loss. It is provided at no cost to Baltimore City Public School elementary students. During the program, students are instructed by professional artists and teachers who co-plan and co-teach math and literacy lessons through a variety of art forms - from slam poetry and ceramics to drama, percussion, and dance."
"Middle Grades Partnership is a three-year program for academically promising Baltimore middle school students that provides educational opportunities, enriching experiences, and access across social boundaries through partnerships with area public and private schools. 150-hours of summer programming, five full days a week over five weeks, gives students the opportunities that ensure summer learning gains."
The Ingenuity STEM Talent Pipeline Expansion focuses on improving and expanding the pipeline of talented STEM leaders in Baltimore City from underserved communities. The overall aim is to increase the number of low-income students served and retained in our program from 37.5% to 55 percent by 2019-20.
Higher Achievement works to close the opportunity gap during the pivotal middle school years by providing students with academic and social-emotional supports. Scholars partake in rigorous academic out-of-school time programming. They receive homework help and curricular instruction; participate in hands-on elective courses and service-learning projects; and work with volunteer mentors twice per week. Higher Achievement then ensures scholars matriculate high schools that can provide the support they need to stay on the trajectory to college.
Higher Achievement works to close the opportunity gap during the pivotal middle school years by providing students with academic and social-emotional supports. Scholars partake in rigorous academic out-of-school time programming. They receive homework help and curricular instruction; participate in hands-on elective courses and service-learning projects; and work with volunteer mentors twice per week. Higher Achievement then ensures scholars matriculate high schools that can provide the support they need to stay on the trajectory to college.
"SBLC, an adult literacy organization enrolling 700 learners a year, offers 3 paths to a high school diploma: ABE/GED classes offered in 3 academic sessions, National External Diploma Program (NEDP) offered year-round, and iPathways (online program). SBLC also provides a yer-round Tutoring Program; Bridge Programming; and a Career Transition Program that includes integrated education/training,career pathway planning, and cooperative education for all grade levels. SBLC uses a partnership model to provide support to aid in retention."
"Big Brothers Big Sisters at the Y (BBBSY) is a one-to-one, professionally supported mentoring program for youth ages 7-17 designed to provide consistent, caring, positive role modeling and supportive guidance. Mentoring takes place across central Maryland, serving over 800 children living in under-resourced communities. (82% of mentored children live in the Baltimore area.) Matches meet regularly to engage in healthy, positive activities which lead to trusting, long-term relationships that build mentees confidence and self-esteem."
"Camp St. Vincent (CSV) is a free, all-inclusive, full-day camp for homeless children ages 5-14. It is staffed with counselors who implement a curriculum that helps children overcome the damaging effects of homelessness. The curriculum includes reading, math, and social-emotional components that address summer learning loss and build resiliency skills. CSV also provides a fun, holistic camp experience by providing art, dance, nature exploration, water safety instruction, and weekly field trips."
"Camp St. Vincent (CSV) is a free, all-inclusive, full-day camp for homeless children ages 5-14. It is staffed with counselors who implement a curriculum that helps children overcome the damaging effects of homelessness. The curriculum includes reading, math, and social-emotional components that address summer learning loss and build resiliency skills. CSV also provides a fun, holistic camp experience by providing art, dance, nature exploration, water safety instruction, and weekly field trips."
"Girl Scouts of Central Maryland, Inc. adapts the four pillars of Girl Scouting (GS)  into a program delivered to girls in four Baltimore City Title 1 schools.  These pillars are: STEM, social skills, entrepreneurship and the outdoors.  Using GS principles of ""discover, connect, take action"" GSCM will deliver a series of sessions to girls in grades K-8.  Girls will acquire knowledge and skills to: start their own cookie business, compete in a GS Robotics Expo, engage in healthy behaviors - physical and social, and plan a service project."
"The Prodigy Program and CodeWorks are advanced job skills education and mentoring programs.  Through CodeWorks youth are paid to attend a 5-6 week full-time summer program in which they learn high level programming languages and meet and interact with industry professionals. In the Prodigy Program, which takes place after school during the school year, youth receive further job skills and technical training as well as 21st century skills such as communication, collaboration, and problem solving. "
"Power Project (PP) is a successful after school program for children and families living below the federal poverty line in Reservoir Hill & Penn North (RH/PN). Launched in 2009, we have seen literacy increase from 2-5 grade levels, and more than 70% of our youth have a ""B"" or better average on their report cards. PP consists of three major components: education, mentoring, the arts, and human services.PP is at no cost to youth and families and is held at the Center Monday through Thursday from 3:00 to 6:15 pm."
"Readers to Leaders is an evidence-based, national award-winning program focused on strengthening literacy skills in Club youth. Readers to Leaders is adaptive and results-driven, fit for younger members ages 6-12. The Clubsâ€™ Readers to Leaders program is divided between Lalilo Readers and STAR Readers. When Lalilo Readers complete programming and achieve their goals, they transition to STAR Reading. While the Omaha Community Foundation reports third-grade students in Douglas and Sarpy counties are less proficient at reading (34%) compared to their neighbors in Pottawattamie County (69%), the Clubsâ€™ Readers to Leaders program teaches important reading skills necessary to connect with and understand text."
"The Extended Learning Opportunity program provides support to help students become successful in school and in life. To do so the program provides children with supplemental academic and social development skills outside of the traditional school day.  This community-based program, held afterschool during the school year and full days in the summer, offers tutoring, homework assistance, Social Emotional Learning lessons, STEM activities, enrichment, and literacy-focused activities for low income and/or minority children and their parents."
"MLK Montessori offers a high-quality Montessori program that is specifically designed to meet the unique needs of at-risk, low-income preschool and kindergarten children. The school's goal is to help these children develop the skills they need to keep pace with their peers from more advantaged environments and achieves success in school. MLK ensures that all students, regardless of their income, have access to the program by offering student scholarships and by working closely with both the Child Care Development Fund and On My Way PreK."
"This program prepares pre-k students at two early learning centers for kindergarten. Components of this program include direct education and care services for approximately 100 pre-k students (who are not a part of the On My Way pre-k program), the remaining children who are part of the On My Way pre-k program, and family engagement for their parents/guardians. With the quality education our pre-k students receive and the reinforcement from parent engagement, our pre-k students will graduate from our learning centers prepared for their kindergarten year. This impacts the child's success in school and beyond."
"This program prepares pre-k students at two early learning centers for kindergarten. Components of this program include direct education and care services for approximately 100 pre-k students (who are not a part of the On My Way pre-k program), the remaining children who are part of the On My Way pre-k program, and family engagement for their parents/guardians. With the quality education our pre-k students receive and the reinforcement from parent engagement, our pre-k students will graduate from our learning centers prepared for their kindergarten year. This impacts the child's success in school and beyond."
"Completely KIDS provides after school programming at thirteen locations for more than 2,000 youth each year. Programming targets school-aged children living in poverty and provides them with access to healthy food, academic assistance, enrichment experiences, and family support to overcome barriers to success. Program outcomes highlight achievements in academics as well as life skill development."
"Project Reads serves students with challenges to achieving grade-level reading by the third grade. Classroom teachers and reading interventionists refer the children who are reading below grade level. Project Reads is a one-to-one literacy tutoring program in which volunteer mentors meet weekly from September through May to help young readers improve their literacy skills. Project Reads recruits, matches, and trains volunteers in literacy techniques to stretch reading skills to meet grade-level reading benchmarks."
"The JA Finance Park program begins with a teacher-taught classroom curriculum and then culminates in a visit to a capstone facility, where middle and high school students are assigned an adult ""identity,"" complete with a family, a job, and an income. Using iPads, they then spend the day making important personal financial decisions all while maintaining a balanced budget. JA Finance Park helps students build a foundation upon which they can make intelligent financial decisions that last a lifetime."
"Big Brothers Big Sisters provides quality mentoring relationships for youth in need and is based on a proven model. BBBS serves kids ages 7-21. Many are living in a single-parent household, in foster care, are low income, or have an incarcerated parent. The organization recruits, screens, trains, matches, monitors, and supports adult volunteers as one-to-one mentors for youth. The mentee and mentor meet in the community 2-4 times a month and spend time doing activities they both enjoy."
"Big Brothers Big Sisters provides quality mentoring relationships for youth in need and is based on a proven model. BBBS serves kids ages 7-21. Many are living in a single-parent household, in foster care, are low income, or have an incarcerated parent. The organization recruits, screens, trains, matches, monitors, and supports adult volunteers as one-to-one mentors for youth. The mentee and mentor meet in the community 2-4 times a month and spend time doing activities they both enjoy."
"The NorthStar Academic Achievement Initiative blends an innovative, team-based approach to school partnership within a Multi-Tiered System of Supports (MTSS) model: to rapidly identify NorthStar students â€“3rd-12th grade boysâ€” at-risk and furnish research-tested interventions in after-school and summer service delivery to remediate underdeveloped core educational competencies of struggling learners."
"Horizons for Homeless Children operates 3 early education centers for children living in shelters in Boston. Combined they serve 175 children ages 2 months to 5 years old each day, close to 300 over the course of a year. The individualized high-quality teaching and trauma-informed approach help to mitigate the impacts of the homelessness experience and provide the children with a solid educational foundation and social/emotional skills that prepare them well for school, preventing the achievement gap that would otherwise occur."
"Big Brothers Big Sisters of Hampden County carefully matches  enrolled youth with a volunteer mentor. The youth often come from single parent homes, grow up in poverty, and are often coping with additional stress such as an incarcerated family member. The partnership with MassMutual supports two programs taking place throughout the academic year: The MassMutual Work Place mentoring program has significant  impact on the academic and social success of high school youth helping them plan for the future."
"Career Pathways provides low literate, low-income adults with integrated educational, vocational and support services to gain employment and financial stability. While enrolled in literacy classes, students work with LVGH's Career Navigator to develop a career plan. Staff and trained volunteers provide individual and small group instruction in resume preparation, job search, interviewing and business etiquette. Students are placed through LVGH's network of engaged employers. The program also offers professional certification opportunities."
East Wayne Street Center (EWSC) administers the Project SOLVE / Family Literacy adult basic education class for individuals without a high school diploma. The program provides academic and vocational instruction and prepares students to pass the High School Equivalency Exam (HSE). Students are given work based on their academic achievement levels and tested frequently to measure their progress. Students are also given access to vocational training opportunities and pre-employment skills. Free transportation and childcare are provided.
"Power Scholars Academy (PSA) is a four-week, 4.5-hours-per-day program that has intense enrichment instruction in the areas of math, literacy, and science. Students receive free breakfast, study academic lessons to improve their summer learning, have fun, and participate in field trips that support learning. PSA is currently offered at McMillan Magnet Middle School, and is a partnership with Omaha Public Schools to be the summer school program."
"The Forge Skills Bootcamp goal is to empower and inspire its participants to experience a trade and pursue career paths in the trades, leading to further education, apprenticeship programs and career opportunities in a skilled trade. This will be accomplished through hands-on learning activities, access to the Forge facility, and direct access to mentoring. The Skills Bootcamp prioritizes supporting young adults 18-24, women who are un- or underemployed, those with justice served, and veterans."
"The Residential and Transitional Housing Program for Adolescent Mothers provides housing and 24/7 supportive services for young moms aged 13-24 and their children. We support them to deal with trauma, return to education, and learn to live independently. The goal is to successfully transition these young families to living independently in the community. Services offered to the young families include safe housing, mental health support and counseling, onsite high school, post-secondary support, life skills programs, healthcare, and more. This report captures postnatal (length of stay 1-4 years), 55/57 Humewood (length of stay 2 years) and 1900 Sheppard (length of stay 4 years) aspects of the program."
"PIE is a program of tuition grants and aid that augments what low-income families can contribute to the cost of school, thus making it possible for their children to receive an academically excellent, character-building, morally grounded education in a city Catholic school (PreK-8). Tuition grants are awarded to students who demonstrate financial need and commit to maintaining good attendance and study habits. To determine financial eligibility, the Archdiocese uses FACTS Tuition Management Company to verify family incomes and determine need."
"The Trevor-Rees Jones ScoutReach program offered by the Circle Ten Council, Boy Scouts of America is our commitment to the quality delivery of a premier Scouting program in communities within our council's 24 county geographical service area for under-privileged and/or at risk youth. We want to ensure that the life-changing character building values of Scouting are available to any youth that wants to participate. Through support from ExxonMobil, we are able to provide the magic of the Scouting program to nearly 13,000 area youth each year."
"The NSBE Student Retention Toolkit provides evidence-based leading practices to help  prepare and advance underrepresented students in engineering degree programs.\The briefs, a part of NSBE's broader effort to increase he number of Black scholars that go and graduate from Engineering programs, include clear action steps to effectively increase STEM proficiency and persistence."
"The designated funds provide scholarships for underrepresented engineering students and continuous support facilitates a cohort cycle of student advancement  through graduation with a target of supporting 10-12 scholars total.\ \Program goals were to:  1) use the funds as a minority  retention tool, 2) fund scholar cohorts for four years in the program, 3) develop a mentoring element, 4) increase the participant graduation rate and 5) promote community engagement and service.  Each of the goals has been met with success."
"GEMâ€™s fellowship programs span the entire recruitment, retention, and professional development spectrum. GEMâ€™s principal activity is the provision of graduate fellowships at the MS and PhD levels coupled with paid summer internships at a sponsoring GEM Employer. GEM also offers fellowships without paid summer internships through our GEM University and Associate Fellowship programs. Fellows are required to attend a GEM Member University, maintain satisfactory progress toward an MS or PhD degree."
"United Way Bright Beginnings(UWBB) increases quality in early learning environments to improve school readiness outcomes in children ages 0-5 years of age. UWBB partners with Collaborative for Children to provide early learning centers with comprehensive professional development, individual coaching, wage supplementation, educational reimbursement, leadership development and high quality indoor and outdoor furniture and school supplies."
"The Literacy Lab serves more than 5,500 students  who are at risk for third-grade reading failure and embeds more than 300 rigorously trained tutors in early childhood centers and elementary schools serving students age three to grade three in six target regions across the U.S.â€”Baltimore, Maryland; Kansas City, Missouri; Milwaukee, Wisconsin; Central and Tidewater, Virginia; Springfield, Massachusetts; and, Washington, DC."
"At Improving Education, we work to improve educational systems by harnessing the creative power of individuals to develop, test, and implement innovative and efficient solutions to complex problems. We focus on birth through grade 3 literacy improvement communities that help schools, parents, teachers, and leaders learn to improve. Our teams design, test, and develop new ways to solve systemic problems through a rigorous quality improvement process."
"Big Brothers Big Sisters of New Hampshire serves approximately 500 children, ages 6-18, in one-to-one mentoring relationships in community-based and site-based settings. The vision of Big Brothers Big Sisters is that all youth achieve their full potential. We hold ourselves accountable for each child in our program achieving: higher aspirations, greater confidence, better relationships, avoidance of risk behaviors, and educational success."
"FutureSmart is a digital education course designed specifically for middle school students to increase the learner's knowledge about financial literacy, their confidence in their own skills, their ability to interact with financial products, and the likelihood to engage in financial conversations about plans for the future with peers, adults, and parents."
"Transitional Living Program (TLP) provides safe housing and support services to young people ages 17-21 who are homeless, unstably housed and/or victims of domestic violence. The program provides the youth a furnished apartment and support services focused on learning life skills, improving mental health functioning and building confidence and skills to live independently. Over 50% of our youth are young parents and they receive specific parenting instruction and support from our Parenting Mentors."
"The project â€œStrengthening Health Systems and Improving Nutrition in Nepal and Vietnamâ€ was implemented over a four year period from April 1, 2016, to May 31, 2020, in Nepal and Vietnam. To implement the project, the HealthBridge Foundation of Canada worked in collaboration with its local partners HealthBridge Vietnam, International Nepal Fellowship (INF), and the Centre for Creative Initiatives in Health and Population (CCIHP). The project contributed to improving the health of women and children in Banke District, Nepal, and Son La Province, Vietnam"
"The project â€œStrengthening Health Systems and Improving Nutrition in Nepal and Vietnamâ€ was implemented over a four-year period from April 1, 2016, to May 31, 2020, in Nepal and Vietnam. To implement the project, HealthBridge Foundation of Canada worked in collaboration with its local partners HealthBridge Vietnam, International Nepal Fellowship (INF), and the Centre for Creative Initiatives in Health and Population (CCIHP). The project contributed to improving the health of women and children in\Banke District, Nepal, and Son La Province, Vietnam"
"The Brickstar Wood Stove Project is a Gold Standard registered carbon project implemented by the Nova Institute to generate verified emission reductions. It involves the production, marketing and installation of an alternative method of cooking to low-income households situated in rural areas of the Limpopo province of South Africa. Benefits to low-income households include reduction of greenhouse gas emissions, improvement of air quality, savings in cash for domestic energy, savings in time, job creation and reduction of unsustainable wood use"
